program_name,program_level,domain,eligibility,description,mode,duration,skills_learned,career_outcomes,min_degree_level,min_marks_general,min_marks_reserved,required_subjects
M. TECH. CIVIL ENGINEERING (COMPUTER AIDED STRUCTURAL ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,This program focuses on the application of computational methods to structural engineering principles. It involves studying the theoretical and practical aspects of designing and analyzing structures using computer-aided tools. The curriculum covers advanced topics in structural analysis and design.,Regular,2 year,"['Structural analysis', 'Computer modeling', 'Design software', 'Numerical methods']","['Structural engineer', 'Design analyst', 'Consultant', 'Structural researcher']",UG,,,[]
M.ARCH (LANDSCAPE ARCHITECTURE),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the design, planning, and management of the built and natural environments. It involves understanding the interaction between the built and natural world to create sustainable and functional spaces.",Regular,2 year,"['Design principles', 'Spatial planning', 'Environmental analysis', 'Visualization']","['Landscape designer', 'Urban planner', 'Environmental consultant', 'Architectural planner']",UG,,,[]
M.PLANNING,PG,Management,No specific eligibility requirements were provided.,"This program focuses on the principles and practices of planning within a management context. It covers the systematic process of setting goals, developing strategies, and organizing resources for achieving desired outcomes.",Regular,2 year,"['Strategic planning', 'Resource allocation', 'Goal setting', 'Project management']","['Planning analyst', 'Management consultant', 'Operations manager', 'Business strategist']",UG,,,[]
M.TECH (FASHION & APPAREL ENGINEERING),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the technical principles and design aspects of fashion and apparel. It involves studying the engineering processes related to textile production, material science, and garment design.",Regular,2 year,"['Design principles', 'Material science', 'Textile technology', 'Pattern making', 'Product development']","['Fashion designer', 'Apparel engineer', 'Textile consultant', 'Product developer']",UG,,,[]
M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[]
M.TECH (CIVIL ENGINEERING TRANSPORTATION),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the principles and practices of civil engineering applied to transportation systems. It covers the design, planning, and management of infrastructure related to transportation networks.",Regular,2 year,"['Transportation planning', 'Structural analysis', 'Infrastructure design', 'Traffic flow modeling']","['Transportation planner', 'Civil engineer', 'Infrastructure consultant', 'Traffic engineer']",UG,,,[]
M.TECH (CIVIL ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,This program focuses on advanced study in civil engineering principles and design. It covers the theoretical foundations and practical applications necessary for infrastructure development and construction.,Regular,2 year,"['Design principles', 'Structural analysis', 'Material science', 'Project management']","['Structural engineer', 'Infrastructure consultant', 'Civil project manager', 'Design specialist']",UG,,,[]
M.TECH (COMPUTER ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced study in the principles and applications of computer engineering. It involves in-depth exploration of complex systems, algorithms, and hardware design.",Regular,2 year,"['Algorithm design', 'System architecture', 'Programming proficiency', 'Hardware design']","['Software developer', 'Systems architect', 'Machine learning engineer', 'Embedded systems designer']",UG,,,[]
M.TECH (COMPUTER SCIENCE & TECHNOLOGY),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced study in the principles and applications of computer science and technology. It involves in-depth exploration of computational theory, algorithms, and system design. The curriculum aims to develop expertise in modern computing systems and software development.",Regular,2 year,"['Algorithm design', 'System architecture', 'Programming proficiency', 'Data structures']","['Software developer', 'Systems analyst', 'AI researcher', 'Technology consultant']",UG,,,[]
M.TECH (COMPUTER SCIENCE),PG,Science,No specific eligibility requirements were provided.,This program focuses on advanced study in computer science principles and methodologies. It involves in-depth exploration of theoretical foundations and practical applications within the field of computing.,Regular,2 year,"['Programming skills', 'Algorithm design', 'Data structures', 'Software development']","['Software developer', 'Systems analyst', 'Data scientist', 'AI engineer']",UG,,,[]
M.TECH (CONSTRUCTION TECHNOLOGY & MANAGEMENT),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and practices of construction technology and management. It covers the technical aspects, planning, and administrative aspects required for successful construction projects. The curriculum emphasizes the integration of engineering principles with management strategies.",Regular,2 year,"['Project management', 'Construction planning', 'Technical analysis', 'Resource allocation']","['Construction manager', 'Project executive', 'Construction consultant', 'Site supervisor']",UG,,,[]
M.TECH (ELECTRICAL & ELECTRONICS ENGG.),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on advanced study in electrical and electronics engineering principles. It covers complex systems, circuit theory, and electronic device design and analysis.",Regular,2 year,"['Circuit analysis', 'System design', 'Electronic components', 'Signal processing']","['Electrical engineer', 'Electronics designer', 'Power systems analyst', 'Control systems engineer']",UG,,,[]
M.TECH (ELECTRICAL ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced study in electrical engineering principles and applications. It involves in-depth exploration of complex systems, circuit theory, and power management concepts. The curriculum aims to develop advanced analytical and design skills in the field.",Regular,2 year,"['Circuit analysis', 'System design', 'Power management', 'Signal processing']","['Electrical engineer', 'Power system analyst', 'Control systems designer', 'Research and development specialist']",UG,,,[]
M.TECH (INFORMATION TECHNOLOGY),PG,Engineering,No specific eligibility requirements were provided.,This program focuses on advanced study in Information Technology. It covers theoretical foundations and practical applications of computing systems and software development. The curriculum emphasizes problem-solving and system design in the IT domain.,Regular,2 year,"['System design', 'Programming skills', 'Algorithm development', 'Software architecture']","['Software Developer', 'Systems Analyst', 'IT Consultant', 'Data Scientist']",UG,,,[]
M.TECH (MACHINE DESIGN),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of machine design. It involves the study of principles related to the design, analysis, and optimization of mechanical systems and components.",Regular,2 year,"['Design principles', 'System analysis', 'Mechanical modeling', 'Optimization techniques']","['Design engineer', 'Mechanical designer', 'R&D specialist', 'Product development lead']",UG,,,[]
M.TECH (MECHANICAL ENGG. - MACHINE DESIGN),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and applications of machine design within the field of mechanical engineering. It involves studying the design, analysis, and optimization of mechanical systems and components.",Regular,2 year,"['Machine design', 'System analysis', 'Mechanical principles']","['Machine designer', 'Design engineer', 'Mechanical analyst']",UG,,,[]
M.TECH (PRINT & GRAPHIC COMMUNICATIONS),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of print and graphic communications. It covers the principles of visual communication, design, and the technical aspects of media production.",Regular,2 year,"['Visual design', 'Media production', 'Typography', 'Layout design']","['Graphic designer', 'Print manager', 'Media specialist', 'Communications consultant']",UG,,,[]
M.TECH (PRINTING TECHNOLOGY),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of printing technology. It covers the principles, processes, and applications related to various printing methods and systems. The curriculum aims to develop expertise in modern printing technologies and their industrial applications.",Regular,2 year,"['Printing processes', 'Technology application', 'Process optimization']","['Printing engineer', 'Technology consultant', 'Production manager']",UG,,,[]
M.TECH (SOFTWARE ENGINEERING),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical foundations and practical application of software engineering principles. It covers the design, development, maintenance, and testing of software systems. The curriculum emphasizes algorithmic design and software architecture.",Regular,2 year,"['Software design', 'Algorithm development', 'System analysis', 'Programming proficiency']","['Software Developer', 'Systems Analyst', 'Software Architect', 'Quality Assurance Engineer']",UG,,,[]
M.TECH (STRUCTURAL DESIGN),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of structural design. It involves studying the principles of mechanics, materials, and design to analyze and design safe and functional structures.",Regular,2 year,"['Structural analysis', 'Design principles', 'Material science', 'Finite element methods']","['Structural engineer', 'Design consultant', 'Bridge designer', 'Structural analyst']",UG,,,[]
M.TECH (TEXTILE CHEMISTRY),PG,Science,No specific eligibility requirements are stated.,"This program focuses on the chemical processes and materials involved in the textile industry. It covers the fundamental science behind fiber formation, processing, and material development. The curriculum emphasizes the application of chemical principles to textile science.",Regular,2 year,"['Chemical analysis', 'Material science', 'Process optimization', 'Textile chemistry']","['Textile R&D Scientist', 'Material development engineer', 'Process chemist', 'Quality control specialist']",UG,,,[]
M.TECH (TEXTILE TECHNOLOGY),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the advanced study of textile technology, covering the scientific and engineering principles related to the production, processing, and structure of textile materials. It involves in-depth exploration of fiber science, material engineering, and textile manufacturing processes.",Regular,2 year,"['Material science', 'Process optimization', 'Textile manufacturing', 'Technical analysis']","['Textile R&D specialist', 'Material development engineer', 'Production process manager', 'Textile technology consultant']",UG,,,[]
M.TECH (THERMAL ENGINEERING),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and applications of thermal engineering. It covers the study of heat transfer, thermodynamics, and energy systems. The curriculum aims to develop expertise in designing and optimizing thermal systems.",Regular,2 year,"['Heat transfer analysis', 'Thermodynamics principles', 'System design', 'Energy optimization']","['Thermal engineer', 'Energy consultant', 'Process design specialist', 'R&D scientist']",UG,,,[]
M.Tech Civil (Structural Engineering),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the advanced study of structural engineering principles and design methodologies. It involves in-depth exploration of material science, structural analysis, and design for civil infrastructure.",Regular,2 year,"['Structural analysis', 'Design principles', 'Material science', 'Engineering methods']","['Structural engineer', 'Design consultant', 'Infrastructure planner', 'Research analyst']",UG,,,[]
M.TECH CIVIL ENGG. (STRUCTURAL ENGINEERING & CONSTRUCTION),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical and practical aspects of structural engineering and construction. It involves studying the principles of designing, analyzing, and managing the construction of structures.",Regular,2 year,"['Structural analysis', 'Construction management', 'Design principles', 'Material science']","['Structural engineer', 'Construction manager', 'Design consultant', 'Project supervisor']",UG,,,[]
M.Tech Civil Engineering (Transportation Engineering),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the principles and practices of transportation engineering. It covers the design, planning, and management of transportation systems, including roads, traffic flow, and public transit networks. The curriculum emphasizes the application of engineering principles to solve complex transportation challenges.",Regular,2 year,"['Transportation planning', 'Traffic flow analysis', 'Infrastructure design', 'Systems modeling']","['Transportation planner', 'Traffic engineer', 'Infrastructure consultant', 'Road design specialist']",UG,,,[]
M.TECH(COMPUTER SCIENCE&ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced study in the core principles of computer science and engineering. It involves in-depth exploration of computational theory, algorithms, and system design. The curriculum aims to develop expertise in complex problem-solving within the field of technology.",Regular,2 year,"['Algorithm design', 'System architecture', 'Programming proficiency', 'Computational theory']","['Software developer', 'Systems architect', 'Data scientist', 'Research engineer']",UG,,,[]
M.TECH(ELECTRONIC & COMMUNICATION),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and applications of electronics and communication systems. It involves in-depth study of electrical, electronic, and communication theories and technologies.",Regular,2 year,"['Circuit design', 'Signal processing', 'Communication theory', 'System analysis']","['Electronics engineer', 'Communication systems analyst', 'RF engineer', 'Embedded systems developer']",UG,,,[]
M.TECH. (CYBER FORENSICS AND INFORMATION SECURITY),PG,Science,No specific eligibility requirements were provided.,This program focuses on the principles and practices of digital forensics and information security. It involves studying methods for investigating cyber incidents and protecting information systems from threats.,Regular,2 year,"['Digital investigation', 'Security protocols', 'Data analysis', 'Forensic techniques']","['Cyber security analyst', 'Digital forensics investigator', 'Information security specialist', 'Security consultant']",UG,,,[]
M.TECH. (TRANSPORTATION ENGINEERING & MANAGEMENT),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and practices of transportation engineering and management. It covers the design, planning, and operation of transportation systems and infrastructure.",Regular,2 year,"['Systems design', 'Logistics planning', 'Infrastructure management', 'Transportation modeling']","['Transportation planner', 'Logistics manager', 'Traffic engineer', 'Consultant']",UG,,,[]
MASTER OF ARCHITECTURE,PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of architectural design, planning, and construction. It involves studying the principles of spatial organization, structural systems, and aesthetic principles in the built environment.",Regular,2 year,"['Design principles', 'Spatial planning', 'Construction methods', 'Aesthetic theory']","['Architect', 'Design consultant', 'Urban planner', 'Building manager']",UG,,,[]
Ph.D (LAW),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and empirical research within the field of Law. It involves in-depth study of legal principles, systems, and jurisprudence.",Regular,,"['Legal research', 'Critical analysis', 'Legal reasoning']","['Legal scholar', 'Law professor', 'Legal consultant']",PG,,,[]
Ph.D (BIOTECHNOLOGY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research and theoretical study within the field of Biotechnology. It involves in-depth exploration of biological systems, molecular mechanisms, and biotechnological applications. The curriculum emphasizes critical thinking and advanced problem-solving skills.",Regular,,"['Research skills', 'Biotechnology knowledge', 'Experimental design', 'Data interpretation']","['Biotechnology researcher', 'R&D specialist', 'Academic professor', 'Bioprocess consultant']",PG,,,[]
Ph.D (MECHANICAL ENGG.)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical knowledge, research methodologies, and specialized problem-solving within the field of mechanical engineering. It involves in-depth study of complex systems, material science, and design principles.",Regular,,"['Research skills', 'Problem solving', 'Theoretical analysis']","['Research scientist', 'Senior engineer', 'Academic researcher']",PG,,,[]
Ph.D (E.C.E)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of Electrical and Computer Engineering. It involves in-depth study of theoretical concepts, advanced problem-solving, and original research methodologies.",Regular,,"['Research skills', 'Problem solving', 'Theoretical analysis']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[]
Ph.D (Management),PhD,Management,No specific eligibility requirements were provided.,"This program focuses on advanced research and theoretical exploration within the field of management. It involves in-depth study of complex organizational theories, practices, and contemporary management challenges. The goal is to develop advanced analytical and critical thinking skills for scholarly contribution.",Regular,,"['Research skills', 'Critical thinking', 'Theoretical analysis']","['Academic researcher', 'Management consultant', 'Senior executive']",PG,,,[]
Ph.D (BIO-INFORMATICS),PhD,Science,No specific eligibility requirements were provided.,This program focuses on the intersection of biology and information science. It involves developing computational methods and theoretical frameworks to analyze complex biological data. The curriculum emphasizes advanced mathematical and computational techniques applied to biological systems.,Regular,,"['Bioinformatics analysis', 'Computational modeling', 'Statistical inference', 'Algorithm development']","['Bioinformatics researcher', 'Computational biologist', 'Data scientist', 'Biomedical informatics specialist']",PG,,,[]
Ph.D (Library & Information Science),PhD,Humanities,Specific eligibility requirements are not provided.,"This program focuses on the theoretical foundations, research methodologies, and advanced scholarly inquiry within the field of Library and Information Science. It trains scholars to conduct original research and contribute to the advancement of knowledge in information organization and access.",Regular,,"['Research methodology', 'Information retrieval', 'Scholarly writing', 'Data organization']","['Academic researcher', 'Librarian specialist', 'Information manager', 'Archivist']",PG,,,[]
Ph.D (MEDICAL BIO-TECHNOLOGY),PhD,Science,No specific eligibility requirements were provided.,"This program focuses on the integration of medical and biological sciences to develop new technologies. It involves advanced study in molecular biology, genetics, and biotechnological applications.",Regular,,"['Research skills', 'Biotechnology knowledge', 'Data analysis']","['Research scientist', 'Biotechnology consultant', 'Medical researcher']",PG,,,[]
Ph.D (Management)- UIET,PhD,Management,No specific eligibility requirements were provided.,"This program focuses on advanced research and scholarly inquiry within the field of Management. It involves in-depth study of theoretical frameworks, analytical methods, and contemporary issues in management science.",Regular,,"['Research skills', 'Analytical thinking', 'Critical evaluation']","['Management researcher', 'Academic scholar', 'Consultant']",PG,,,[]
Ph.D (FORENSIC SCIENCE),PhD,Science,No specific eligibility requirements were provided.,This program focuses on advanced research within the field of forensic science. It involves in-depth study of scientific principles applied to legal and investigative contexts. The curriculum emphasizes critical analysis and evidence-based reasoning.,Regular,,"['Research skills', 'Evidence analysis', 'Scientific methodology']","['Forensic researcher', 'Scientific consultant', 'Forensic analyst']",PG,,,[]
Ph.D (Hotel Management),PhD,Management,No specific eligibility requirements were provided.,"This program focuses on advanced research and scholarly inquiry within the field of Hotel Management. It involves in-depth study of theoretical frameworks, operational practices, and strategic management principles applied to the hospitality sector. The goal is to develop expertise through original research and critical analysis.",Regular,,"['Research skills', 'Critical thinking', 'Strategic planning']","['Academic researcher', 'Hospitality consultant', 'Hotel management specialist']",PG,,,[]
Ph.D (CHEMISTRY)-UIET,PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced research and theoretical study within the field of Chemistry. It involves in-depth investigation of chemical principles, reactions, and material science. The curriculum emphasizes developing advanced analytical and theoretical problem-solving skills.",Regular,,"['Research skills', 'Analytical thinking', 'Theoretical modeling']","['Research scientist', 'Academic researcher', 'Process development specialist']",PG,,,[]
Ph.D (English)- UIET,PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced study in the field of English, emphasizing critical analysis, literary theory, and linguistic research. It involves in-depth investigation into the history, structure, and interpretation of language.",Regular,,"['Critical analysis', 'Linguistic research', 'Textual interpretation']","['Academic researcher', 'Linguist', 'Literary critic']",PG,,,[]
Ph.D (Tourism Management),PhD,Management,No specific eligibility requirements were provided.,"This program focuses on advanced research and scholarly inquiry within the field of Tourism Management. It involves in-depth study of theoretical frameworks, contemporary issues, and practical applications related to the tourism sector. The goal is to develop advanced research skills and critical analytical capabilities.",Regular,,"['Research methodology', 'Critical thinking', 'Data analysis']","['Academic researcher', 'Tourism consultant', 'Policy analyst']",PG,,,[]
Ph.D (C.S.E)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of Computer Science and Engineering. It involves in-depth study of theoretical concepts, advanced algorithms, and novel problem-solving techniques.",Regular,,"['Research skills', 'Algorithm design', 'Problem solving', 'Theoretical analysis']","['Research scholar', 'Senior engineer', 'Academic researcher', 'Consultant']",PG,,,[]
Ph.D (Defence & Strategic Studies),PhD,Humanities,Specific eligibility criteria are not provided.,"This program focuses on the theoretical and practical aspects of defence and strategic studies. It involves in-depth research into geopolitical dynamics, security policy, and strategic decision-making.",Regular,,"['Strategic analysis', 'Policy formulation', 'Critical thinking', 'Research methodology']","['Defence analyst', 'Policy advisor', 'Security consultant', 'Academic researcher']",PG,,,[]
Ph.D (Life Science- Bio-technology/Genetics/Microbiology/Medical Bio-Technology/Bioinformatics),PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced research within the life sciences, encompassing areas such as biotechnology, genetics, microbiology, and bioinformatics. It involves in-depth study of biological systems and the application of scientific principles to solve complex biological problems.",Regular,,"['Research methodology', 'Data analysis', 'Experimental design', 'Bioinformatics', 'Molecular biology']","['Research scientist', 'Bioinformatics analyst', 'Biotechnology specialist', 'Medical researcher', 'Academic faculty']",PG,,,[]
Ph.D (Textile),PhD,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced research and scholarly inquiry within the field of textile science. It involves in-depth study of the theoretical foundations, experimental methodologies, and innovative developments in textile materials and processes.",Regular,,"['Research skills', 'Material science', 'Experimental design']","['Research scientist', 'Academic researcher', 'R&D specialist']",PG,,,[]
Ph.D (Yoga Science),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on the theoretical and practical aspects of Yoga Science. It involves in-depth study of the philosophical, physiological, and psychological dimensions of yoga practice and its applications.",Regular,,"['Theoretical knowledge', 'Philosophical analysis', 'Applied practice']","['Yoga researcher', 'Yoga educator', 'Wellness consultant']",PG,,,[]
Ph.D (BIOCHEMISTRY),PhD,Science,Specific eligibility requirements are not provided.,This program focuses on advanced theoretical and experimental investigation within the field of biochemistry. It involves in-depth study of the molecular basis of biological systems and biochemical processes. The curriculum emphasizes research methodologies and advanced analytical techniques.,Regular,,"['Research methodology', 'Molecular analysis', 'Experimental design', 'Data interpretation']","['Research scientist', 'Biochemist', 'Academic researcher', 'Postdoctoral fellow']",PG,,,"['BIOCHEMISTRY', 'PhD']"
Ph.D (CHEMISTRY),PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced theoretical and experimental research within the field of Chemistry. It involves in-depth study of chemical principles, reaction mechanisms, and the development of new chemical knowledge.",Regular,,"['Research skills', 'Analytical thinking', 'Problem-solving']","['Research scientist', 'Academic researcher', 'Process development specialist']",PG,,,[]
Ph.D (BOTANY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of Botany. It involves in-depth study of plant biology, ecology, and related theoretical frameworks. The curriculum emphasizes critical thinking and original scientific inquiry.",Regular,,"['Research skills', 'Critical thinking', 'Scientific inquiry']","['Research scientist', 'Academic researcher', 'Botanist']",PG,,,[]
Ph.D (Electrical Engg.)--UIET,PhD,Engineering,No specific eligibility requirements are provided.,This program focuses on advanced research and theoretical study within the field of Electrical Engineering. It involves in-depth investigation into complex electrical systems and theoretical principles.,Regular,,"['Research skills', 'Theoretical analysis', 'Problem-solving']","['Research scientist', 'Senior engineer', 'Academic researcher']",PG,,,[]
PH.D (FOOD TECHNOLOGY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of food technology. It involves in-depth study of the principles governing food processing, composition, and safety. The curriculum emphasizes theoretical knowledge and practical application in food systems.",Regular,,"['Research skills', 'Food analysis', 'Process optimization', 'Food safety']","['Food R&D Scientist', 'Food Technologist', 'Food Quality Specialist', 'Academic Researcher']",PG,,,[]
Ph.D (CIVIL)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research and theoretical study within the field of Civil Engineering. It involves in-depth investigation into complex structural, material, and infrastructure problems.",Regular,,"['Research skills', 'Theoretical analysis', 'Problem-solving']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[]
Ph.D (ZOOLOGY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of Zoology. It involves in-depth study of animal biology, behavior, and evolution.",Regular,,"['Research skills', 'Data analysis', 'Experimental design']","['Research scientist', 'Academic researcher', 'Zoologist']",PG,,,[]
Ph.D (ENGLISH & FOREIGN LANGUAGE),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced study in the fields of English and foreign languages. It involves in-depth exploration of linguistic theory, literature, and cross-cultural communication.",Regular,,"['Linguistic analysis', 'Cross-cultural communication', 'Advanced research']","['Academic researcher', 'Language instructor', 'Translator', 'Literary critic']",PG,,,[]
Ph.D (GEOGRAPHY),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and empirical research within the field of Geography. It involves developing specialized knowledge in spatial analysis, environmental systems, and human-environment interactions. The curriculum emphasizes critical thinking and original scholarly contribution.",Regular,,"['Research skills', 'Spatial analysis', 'Theoretical modeling']","['Academic researcher', 'GIS specialist', 'Policy analyst']",PG,,,[]
Ph.D (HINDI),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced scholarly research within the field of Hindi studies. It involves in-depth investigation of linguistic, literary, and cultural aspects of the Hindi language and literature. The curriculum emphasizes critical analysis and original research methodologies.",Regular,,"['Research skills', 'Linguistic analysis', 'Critical thinking']","['Academic researcher', 'Linguist', 'Literary critic']",PG,,,[]
Ph.D (HISTORY),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced scholarly research within the field of History. It involves in-depth study of historical sources, critical analysis of past events, and the development of original historical scholarship.",Regular,,"['Historical research', 'Critical analysis', 'Source evaluation']","['Academic researcher', 'Historian', 'Archivist']",PG,,,[]
Ph.D (POLITICAL SCIENCE),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and empirical research within the field of political science. It involves in-depth study of political systems, governance, and social behavior.",Regular,,"['Research skills', 'Critical thinking', 'Theoretical analysis']","['Academic researcher', 'Policy analyst', 'Political consultant']",PG,,,[]
Ph.D (PSYCHOLOGY),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and empirical investigation within the field of psychology. It involves in-depth study of psychological theories, research methods, and complex human behavior. The curriculum emphasizes critical thinking and original scholarly contribution.",Regular,,"['Research methodology', 'Critical thinking', 'Theoretical analysis']","['Research scholar', 'Psychologist', 'Academic researcher']",PG,,,[]
Ph.D (Public Administration),PhD,Management,No specific eligibility requirements were provided.,"This program focuses on the theoretical and empirical study of public administration. It involves in-depth research into the policies, organizations, and processes of governance.",Regular,,"['Research skills', 'Policy analysis', 'Critical thinking']","['Public sector management', 'Policy analyst', 'Government administrator']",PG,,,[]
Ph.D (SANSKRIT),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced scholarly research within the field of Sanskrit. It involves in-depth study of the linguistic, literary, and philosophical traditions of Sanskrit.",Regular,,"['Advanced research', 'Linguistic analysis', 'Textual interpretation']","['Academic researcher', 'Linguist', 'Scholar']",PG,,,[]
Ph.D (VISUAL ARTS),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and practical investigation within the field of Visual Arts. It involves in-depth study of artistic theory, history, and creative practice. The curriculum emphasizes critical analysis and original artistic creation.",Regular,,"['Art theory', 'Critical analysis', 'Creative practice']","['Art historian', 'Curator', 'Art critic']",PG,,,[]
Ph.D (JOURNALISM & MASS COMMUNICATION),PhD,Humanities,Specific eligibility requirements are not provided.,"This program focuses on advanced research and critical analysis within the fields of journalism and mass communication. It involves in-depth study of communication theories, media practices, and societal impact. The curriculum emphasizes theoretical understanding and original scholarly contribution.",Regular,,"['Research skills', 'Critical analysis', 'Media theory', 'Communication strategy']","['Academic researcher', 'Media analyst', 'Communications specialist', 'Journalist']",PG,,,[]
Ph.D (PHYSICAL EDUCATION),PhD,Humanities,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and empirical study within the field of Physical Education. It involves in-depth investigation into the theories, practices, and societal implications of physical education.",Regular,,"['Research skills', 'Theoretical analysis', 'Curriculum design']","['Academic researcher', 'Educational consultant', 'Curriculum developer']",PG,,,[]
Ph.D (COMMERCE),PhD,Commerce,No specific eligibility requirements were provided.,"This program focuses on advanced research and scholarly inquiry within the field of Commerce. It involves in-depth study of economic theories, business practices, and financial systems. The curriculum emphasizes critical thinking and original research methodologies.",Regular,,"['Research skills', 'Critical thinking', 'Analytical skills']","['Academic researcher', 'Business consultant', 'Financial analyst']",PG,,,[]
Ph.D (ECONOMICS),PhD,Commerce,Specific eligibility requirements are not provided.,"This program focuses on advanced theoretical and empirical research within the field of Economics. It involves in-depth study of economic theories, methodologies, and analytical techniques.",Regular,,"['Advanced research', 'Economic modeling', 'Quantitative analysis']","['Academic researcher', 'Economic consultant', 'Policy analyst']",PG,,,[]
Ph.D (ENVIRONMENTAL SCIENCE),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of environmental science. It involves in-depth study of ecological systems, environmental processes, and sustainability challenges. The curriculum emphasizes theoretical knowledge and original research methodologies.",Regular,,"['Research methodology', 'Data analysis', 'Environmental modeling', 'Scientific inquiry']","['Environmental researcher', 'Sustainability consultant', 'Academic professor', 'Policy analyst']",PG,,,[]
Ph.D (EDUCATION),PhD,Humanities,Specific eligibility requirements are not provided.,"This program focuses on advanced scholarly research within the field of education. It involves in-depth study of educational theories, methodologies, and practices. The curriculum aims to develop expertise in educational research and theory.",Regular,,"['Research methodology', 'Theoretical analysis', 'Critical thinking', 'Scholarly writing']","['University professor', 'Educational researcher', 'Curriculum developer', 'Educational consultant']",PG,,,[]
Ph.D (STATISTICS),PhD,Science,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and applied statistical methods. It involves in-depth study of probability theory, statistical inference, and data modeling techniques. The curriculum emphasizes rigorous mathematical foundations and analytical problem-solving.",Regular,,"['Statistical modeling', 'Data analysis', 'Mathematical reasoning', 'Inferential statistics']","['Research scientist', 'Data analyst', 'Statistician', 'Machine learning specialist']",PG,,,[]
